conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username;;;;;
1884601563962101826,Wed Jan 29 13:56:41 +0000 2025,240,Prioritas utamanya: - MBG yg gak kemakan &amp; nambah2in food waste - Ketahanan pangan = babat hutan untuk food estate - Ketahanan energi = babat hutan juga untuk PLTU co firing Beneran indonesia bubar 2030 gara2 punya presiden ndlongok macem @prabowo,1884601563962101826,,,in,,3,4,74,https://x.com/undefined/status/1884601563962101826,80850731,;;;;
1884117174664716765,Wed Jan 29 13:51:31 +0000 2025,1,@OposisiCerdas Ada dugaan uang zakat infaq dan shodaqoh bisa saja digunakan untuk MBG lagian transparansi BAZNAS juga tidak jelas kemana dan digunakan untuk apa,1884600262465384698,,OposisiCerdas,in,,0,0,1,https://x.com/undefined/status/1884600262465384698,2519471036,;;;;;
1884599765968843214,Wed Jan 29 13:49:33 +0000 2025,0,eps musmas yg mbg keliatan banget nggak nyamannya dengerin dedi wkwk,1884599765968843214,,,in,,0,0,0,https://x.com/undefined/status/1884599765968843214,908662185450016768,;;;;;
1884565651374985392,Wed Jan 29 13:48:42 +0000 2025,0,@_haye_ Ngos ngosan MBG,1884599555708350696,,_haye_,in,,0,0,0,https://x.com/undefined/status/1884599555708350696,145878495,;;;;;
1884596395610603690,Wed Jan 29 13:36:09 +0000 2025,0,Pemerintahan Presiden Prabowo Subianto dan Wapres Gibran Rakabuming Raka menjadi sorotan tajam. Salah satu program unggulan adalah janji Makan Bergizi Gratis seluruh anak Indonesia pada akhir 2025. Berita selengkapnya: https://t.co/vlgSOkBojk : Dok. Pemkot Bandung #MBG https://t.co/RTq4U00SPy,1884596395610603690,https://pbs.twimg.com/media/GidubhUboAA2QwS.jpg,,in,,0,0,0,https://x.com/undefined/status/1884596395610603690,1443139240515096578,;;;;;
1884593772333502774,Wed Jan 29 13:35:07 +0000 2025,0,@TOM5helby Lagi sibuk urus Tambang. Sama lgi bikin proposal ikut maen MBG ,1884596135505101113,,TOM5helby,in,,0,1,0,https://x.com/undefined/status/1884596135505101113,1747170222786932736,;;;;;
1884591156220301484,Wed Jan 29 13:20:57 +0000 2025,4,@BANGSAygSUJUD @prabowo @99propaganda @Alie_Fahnoor @are_inismyname @bitCarli77 @DakotaGeorgy @florieliciouss @gtobing2903 @Ndons_Back @tonybulumanu @jatmiko99604253 Sejarah akan mencatat program MBG pertama kali terjadi tahun 2025 diprakarsai oleh Presiden Prabowo Subianto dan Wapres Gibran,1884592568463458505,,BANGSAygSUJUD,in,,0,0,0,https://x.com/undefined/status/1884592568463458505,198417114,;;;;;
1884591574216032584,Wed Jan 29 13:16:59 +0000 2025,0,Usulan Serangga dan Ulat di Program MBG Ferdinand Hutahean: Ini Bukan Sekadar Buat Perut Kenyang https://t.co/rzE6D8NPeP,1884591574216032584,,,in,,0,0,0,https://x.com/undefined/status/1884591574216032584,89877164,;;;;;
1884591156220301484,Wed Jan 29 13:15:20 +0000 2025,34,Program MBG Presiden @prabowo mendapat sambutan luar biasa dr SDM UNGGUL Indonesia Melangitlah generasi sehat cerdas berakhlak Sekolah semakin menyenangkan Memupuk rasa senasib sepenanggungan Tiada batas kaya miskin semua bahagia Jadi ingin muda lagi eh sekolah lagi https://t.co/I4TfAJwIK5,1884591156220301484,https://pbs.twimg.com/ext_tw_video_thumb/1884591051979239424/pu/img/3PkQB5wcy5XyXQa-.jpg,,in,,0,3,8,https://x.com/undefined/status/1884591156220301484,1189039138835554304,;;;;;
1884545652849611121,Wed Jan 29 13:13:57 +0000 2025,2,@sembarangae1111 @dokter_kampung @ThatSun510 Ada hubungannya dengan MBG,1884590810433270119,,sembarangae1111,in,,0,0,0,https://x.com/undefined/status/1884590810433270119,1603513380563611649,;;;;;
1884590805316489552,Wed Jan 29 13:13:56 +0000 2025,2,Keluarga Kepala BGN Dadan Hindayana Diusulkan Jadi Kelinci Percobaan Makan Serangga Gratis https://t.co/xIbKOJUfZX #PercumaGantiPresiden Kirain pejabat²nya pinter masih sama gobloknya !!! Kepala Badan Gizi Nasional Dadan Hindayana: Serangga Hingga Ulat Sagu Bisa Jadi Menu MBG https://t.co/uMmA1d3QQZ,1884590805316489552,https://pbs.twimg.com/media/GidpV9pagAALWOA.jpg,,in,,0,2,0,https://x.com/undefined/status/1884590805316489552,1383750727575605257,;;;;;
1884572376631038132,Wed Jan 29 13:12:42 +0000 2025,0,@tatakaergh MBG itu mah gak bisa ditandingi,1884590496259182874,,tatakaergh,in,,0,1,0,https://x.com/undefined/status/1884590496259182874,1321033242179366912,;;;;;
1884434696039456836,Wed Jan 29 13:12:23 +0000 2025,2,@zy_zy_lestary @gibran_tweet Wapres cm kerjanya liat anak² sekolah MBG anak SD di suruh gituan jg bisa coy....,1884590412918312976,,zy_zy_lestary,in,,0,0,0,https://x.com/undefined/status/1884590412918312976,1186243531037270017,;;;;;
1884588867896115204,Wed Jan 29 13:06:14 +0000 2025,0,bahas bahas MBG ini. temenku pernah guyon. dia nanya sekolahmu udah ada MBG. aku jawab belum. dia bilang keknya MBG mindee masuk sekolahmu diketawain kotak makan msiggle.,1884588867896115204,,,in,,0,0,0,https://x.com/undefined/status/1884588867896115204,254751981,;;;;;
1884588376075973030,Wed Jan 29 13:04:17 +0000 2025,7,Macannya butuh mbg,1884588376075973030,,,in,,0,6,1,https://x.com/undefined/status/1884588376075973030,106677050,;;;;;
1884587403752738983,Wed Jan 29 13:00:25 +0000 2025,0,Dinkes Kapuas pastikan program MBG tepat sasaran https://t.co/G4IpcpetNL,1884587403752738983,,,in,,0,0,0,https://x.com/undefined/status/1884587403752738983,2421788773,;;;;;
1884441045389435109,Wed Jan 29 12:54:08 +0000 2025,0,@dewiirawan13 Sumpah ni org gaada kerjaan yg bener-bener penting ta selain ngawasin mbg masa gaada undangan conference pembukaan seminar univ atau apa kek gitu takut keliatan kosong kah ,1884585823049490840,,dewiirawan13,in,,0,0,0,https://x.com/undefined/status/1884585823049490840,1375238852537815040,;;;;;
1884534185593090070,Wed Jan 29 12:51:18 +0000 2025,0,@2017Numpan47927 @ronaldy596 perlu diuji apakah jika tdk ada wamen2 dan jubir2 tetap di 80%? boleh YA atau TIDAK kalau YA berarti anggaran utk Wamen2 dan Jubir2 sumbangkan saja utk MBG (setuju)..,1884585110152106024,,,in,,0,0,0,https://x.com/undefined/status/1884585110152106024,1582825138449309697,;;;;;
1884567342165938423,Wed Jan 29 12:47:00 +0000 2025,0,@phoenixbreath_ ini pasti buat MBG kocak banget. Padahal pendidikan gratis berkualitas dan dunia riset lebih penting ketimbang MBG (GWSSSSS),1884584026499129486,,phoenixbreath_,in,,0,2,0,https://x.com/undefined/status/1884584026499129486,1713588984352493568,;;;;;
1884582712541106373,Wed Jan 29 12:41:47 +0000 2025,0,Sebaiknya MBG fokus ke anak2 SD dan sekolah dengan siswa dari keluarga miskin... Yang sekolah anak orang kaya tidak perlu... @prabowo @Gerindra @Fraksi_Gerindra 47 Sekolah di Bandung Sudah Menerima Program MBG https://t.co/yuRMg4hQya,1884582712541106373,,,in,,0,0,0,https://x.com/undefined/status/1884582712541106373,1486631613932834819,;;;;;
1884462508242846070,Wed Jan 29 12:38:30 +0000 2025,0,@idextratime butuh mbg macannya,1884581888335249476,,idextratime,in,,0,0,0,https://x.com/undefined/status/1884581888335249476,1370434585469755393,;;;;;
1884413969299062961,Wed Jan 29 12:31:53 +0000 2025,1,@yaniarsim @corbuzier Yg buzzerp yg penjilat mulplongo tuh elu dedih.. bukan cuma di mbg doang.. ah dedih muka menyon aja elu msh banyak gayaa,1884580221434917249,,yaniarsim,in,,0,0,0,https://x.com/undefined/status/1884580221434917249,2925381554,;;;;;
1884460836238073893,Wed Jan 29 12:27:44 +0000 2025,0,@bacottetangga__ Apakah ini hasil MBG klo diterapin selama 1 periode?,1884579176050758072,,Goonddrong,in,,0,0,0,https://x.com/undefined/status/1884579176050758072,1507242171958988802,;;;;;
1884578717470802027,Wed Jan 29 12:25:54 +0000 2025,9,Menteri Kordinator Pemberdayaan Masyarakat Muhaimin Iskandar atau Cak Imin menyatakan Kemenko PM siap mendukung wacana ini. Gus Menko @cakimiNOW https://t.co/swD98MnbpX,1884578717470802027,,,in,,0,0,2,https://x.com/undefined/status/1884578717470802027,174952502,;;;;;
1884577779012063328,Wed Jan 29 12:22:10 +0000 2025,64,Rutin Kunjungi SD Hingga SMA untuk Pantau MBG Gibran Diminta ke Kampus: Nanti Ditanya IPK Cengar-cengir.. https://t.co/Zl7GsyZv7X,1884577779012063328,,,in,,1,13,41,https://x.com/undefined/status/1884577779012063328,887743587579944960,;;;;;
1884577182699155873,Wed Jan 29 12:19:48 +0000 2025,0,PLN sebagai BUMN terus mendukung penuh program Makan Bergizi Gratis (MBG) dari Pemerintah ini dengan memastikan pasokan listrik andal di 238 titik Satuan Pelayanan Pemenuhan Gizi (SPPG) di 31 provinsi. Langkah ini menjadi bagian dari upaya PLN untuk mendukung peningkatan gizi https://t.co/Vx4LTMaZkh,1884577182699155873,https://pbs.twimg.com/media/Gidc9MhbgAAGwia.jpg,,in,,0,0,0,https://x.com/undefined/status/1884577182699155873,1779808049404010496,;;;;;
1884577088591835629,Wed Jan 29 12:19:26 +0000 2025,0,Electrizen Pemerintah mulai merealisasikan program Makan Bergizi Gratis (MBG). Program ini diluncurkan untuk mendukung salah satu dari delapan misi Asta Cita yaitu memperkuat pembangunan sumber daya manusia (SDM). https://t.co/LcnlEJqtGj,1884577088591835629,https://pbs.twimg.com/media/Gidc3ZTaYAAollA.jpg,,in,,0,0,0,https://x.com/undefined/status/1884577088591835629,1779808049404010496,;;;;;
1884462508242846070,Wed Jan 29 12:16:40 +0000 2025,0,@idextratime patungnya stunting cocok dikasih program MBG,1884576394140635257,,idextratime,in,,0,0,0,https://x.com/undefined/status/1884576394140635257,1755190881622323200,;;;;;
1884563296302538896,Wed Jan 29 12:15:14 +0000 2025,1,@nganciro @Tobias744 Waduh pro MBG ini makan serangga ,1884576030536720575,,nganciro,in,,0,1,0,https://x.com/undefined/status/1884576030536720575,1336576386987790336,;;;;;
1884477247748465032,Wed Jan 29 12:14:26 +0000 2025,0,@Jateng_Twit Kirain leak menu baru program MBG,1884575829117882743,,Jateng_Twit,in,,0,0,0,https://x.com/undefined/status/1884575829117882743,1791774078065659904,;;;;;
1884573319950983668,Wed Jan 29 12:14:07 +0000 2025,0,@gurlfromisland mbg aja ga dikasih kasih pelit dia mh,1884575750512099687,,gurlfromisland,in,,0,0,0,https://x.com/undefined/status/1884575750512099687,1783832356887076864,;;;;;
1884575420718440829,Wed Jan 29 12:12:48 +0000 2025,0,Motong banyak anggaran terutama instansi yg berhubungan sama pendidik cuma buat mbg ️,1884575420718440829,,,in,,0,1,0,https://x.com/undefined/status/1884575420718440829,1333306574505353219,;;;;;
1895262583877443644,Thu Feb 27 23:59:46 +0000 2025,1,Dari semua efisiensi &amp; untik danantara katanya Ternyata ada pemotongan ke sini juga alasannya apa? Gajelas Mungkin klo pak @prabowo selama ini ngasih efisiensi dengan alasan yang jelas tujuan yg jelas bisa kita pahamin Plis... alasan untuk MBG/danantara bullshit ga sih..,1895262583877443644,,,in,,0,2,0,https://x.com/undefined/status/1895262583877443644,1378908434,;;;;
1894922822633562276,Thu Feb 27 23:56:38 +0000 2025,1,@totopethul2 @uyoktweet MBG bermasalah kak jgn lupa,1895261792793928189,,totopethul2,in,,0,1,0,https://x.com/undefined/status/1895261792793928189,1530652466894995456,;;;;;
1894751595549933896,Thu Feb 27 23:53:56 +0000 2025,0,@brigitta_hadid MBG ga bisa menyumbat porsinya kurang soalnya wkwkwk,1895261115787207043,,brigitta_hadid,in,,0,1,0,https://x.com/undefined/status/1895261115787207043,1515875598396436480,;;;;;
1894985823923446163,Thu Feb 27 23:49:37 +0000 2025,0,@tempodotco mending gw bantu lewat lembaga NGO ngapain lewat pemerintah gak ngaca dari baznas yang malah dibuat MBG,1895260028065788224,,tempodotco,in,,0,0,0,https://x.com/undefined/status/1895260028065788224,1600015543062659072,;;;;;
1894759319977296042,Thu Feb 27 23:49:11 +0000 2025,1,@Amy_Anwar Mbak ini stunting Harus dapat MBG,1895259917411590544,,Amy_Anwar,in,,0,1,0,https://x.com/undefined/status/1895259917411590544,3625746139,;;;;;
1895115147150270892,Thu Feb 27 23:47:43 +0000 2025,0,@berlianidris @prabowo MBG=Makan Bau Gratis #IndonesiaGelap,1895259548749123829,,berlianidris,in,,0,0,1,https://x.com/undefined/status/1895259548749123829,1886744522153189376,;;;;;
1895106505848037753,Thu Feb 27 23:45:38 +0000 2025,0,@NurahmatSandi @retnosetyow4t @Jateng_Twit Biarpun ayah ibu gak kerja yg penting anak dapat MBG ,1895259026000355708,,NurahmatSandi,in,,0,0,0,https://x.com/undefined/status/1895259026000355708,898184459056406528,;;;;;
1895115147150270892,Thu Feb 27 23:40:58 +0000 2025,0,@berlianidris @prabowo Ini program bancaan dia loh dok .. ini lah program pencucian uang dia .. apa lagi kalo bukan MBG ini ? Potong kuping saya kalo Indonesia bakal aman keuangan nya Dari korupsi selama program MBG Ini .. halah halah ...,1895257850613768340,,berlianidris,in,,0,0,0,https://x.com/undefined/status/1895257850613768340,2244458406,;;;;;
1895115147150270892,Thu Feb 27 23:36:47 +0000 2025,3,@berlianidris @prabowo Kasih kerjaan kepada ortu siswa yang layak biar bisa makan sesuai standar pemerintah bukan ksh MBG kalau emg tidak bisa menjalankan sesuai standar kenapa harus dipaksakan toh anak ini mengatakan sesuai fakta ,1895256799030452270,,berlianidris,in,,0,0,0,https://x.com/undefined/status/1895256799030452270,1568934026555314177,;;;;;
1895001726530527503,Thu Feb 27 23:25:46 +0000 2025,0,@NenkMonica tanda2 ada proyek pengoplosan lagi mbg 2.0,1895254024892699115,,NenkMonica,in,,0,0,0,https://x.com/undefined/status/1895254024892699115,1878915414899703808,;;;;;
1895253759992963358,Thu Feb 27 23:24:43 +0000 2025,0,Gibran sibuk urus MBG yg jd sumber perekonomian baru ibu2 RT katering lokal petani sayur dan pengusaha UMKM. Emang si onoh sibuk dorong orang kerja jd buruh doang?,1895253759992963358,,,in,,0,0,0,https://x.com/undefined/status/1895253759992963358,1793793538951675904,;;;;;
1895253283062849946,Thu Feb 27 23:22:49 +0000 2025,0,Cara menolak MBG adalah dengan tidak di makan #MBGNO #SekolahGratisYes,1895253283062849946,,,in,,0,0,0,https://x.com/undefined/status/1895253283062849946,886899169314488320,;;;;;
1895253161646137581,Thu Feb 27 23:22:20 +0000 2025,19, Oke guys ini bahan-bahan buat masak menu MBG hari ini... kalian bisa liat langsung nggak ada racun ya guys.. ,1895253161646137581,,,in,,0,1,8,https://x.com/undefined/status/1895253161646137581,1256115929923981317,;;;;;
1895252151146029398,Thu Feb 27 23:18:19 +0000 2025,0,Solusi MBG keracunan: Bikin panduan pengelolaan keselamatan pangan Inspeksi higiene dan sanitasi rutin UPLOAD MEMASAK DI MEDSOS BIARKAN NETIZEN YG MENILAI AMAN GAKNYA Dahlah emosi ,1895252151146029398,,,in,,0,0,0,https://x.com/undefined/status/1895252151146029398,125329414,;;;;;
1895144532767101143,Thu Feb 27 23:06:27 +0000 2025,1,@nardie_bonek MBG dijadikan alasan efisiensi bbrp anggaran. Ternyata yg gede nya buat nyimpen d Danantara. Yasudah.. Tau sendiri rezim ini kelanjutan dr yg kemaren.,1895249165518807382,,nardie_bonek,in,,0,1,0,https://x.com/undefined/status/1895249165518807382,1303615921550835712,;;;;;
1895248769358389419,Thu Feb 27 23:04:53 +0000 2025,2,program MBG gaya India @agama_nusantara @BayuAngora @PaijoKhentirr @sakkusaitna @Valhallaah @spektrumku @Kappa_2023 @bnsphrxyzzz @RefublikAteis @drhthariq @iphone7decoco @Sentjoko @LWidhiatmoko @ilhampurnama887 @Gitaananta001 @jonnypengacara @filosofiksi @Homo_sapiens21,1895248769358389419,,,in,,0,0,0,https://x.com/undefined/status/1895248769358389419,1221737894957568000,;;;;;
1895144532767101143,Thu Feb 27 23:04:33 +0000 2025,1,@RaniKancana Setuju. Dari awal program MBG itu terlalu dipaksakan. Konsepnya belum matang alur'e belum jelas. Mending dibatalno drpd menyusahkan rakyat,1895248686575415442,,RaniKancana,in,,0,1,0,https://x.com/undefined/status/1895248686575415442,2889370938,;;;;;
1895248240678969832,Thu Feb 27 23:02:47 +0000 2025,0,Tiba-tiba dar der dor bgt ada banyak kasus korupsi yg terungkap di tengah polemik Indonesia gelap danantara MBG yg semakin gatau kelanjutannya (SD sekitar rumah juga belum dpt mbg) vendor retreat yg masih keluarga (you know lah berapa anggarannya di tengah EFISIENSI) cont.. https://t.co/56Js5bnrWn,1895248240678969832,https://pbs.twimg.com/media/Gk1GOyeaoAMDOe_.jpg,,in,,0,1,0,https://x.com/undefined/status/1895248240678969832,1585519160225775616,;;;;;
1895248001960153127,Thu Feb 27 23:01:50 +0000 2025,0,Ratusan Siswa Jatinangor Tolak MBG Sudah 3 Hari Diberi Nasi Berbau 273 Paket Basi Tak Bisa Dimakan Sumber: https://t.co/wKXLEdnEhJ https://t.co/T8xee3LhjW,1895248001960153127,,,in,,0,0,0,https://x.com/undefined/status/1895248001960153127,1858929811282132992,;;;;;
1895247548614615187,Thu Feb 27 23:00:02 +0000 2025,0,Tingkatkan kecerdasan dan kesehatan anak Indonesia 2000 pelajar Boyolali dapat paket MBG https://t.co/vbFIdJN3KB,1895247548614615187,,,in,,0,0,0,https://x.com/undefined/status/1895247548614615187,121640063,;;;;;
1895106505848037753,Thu Feb 27 21:39:53 +0000 2025,32,@retnosetyow4t @Jateng_Twit Alhmdulillah dapat MBG tapi ayah dan ibu ga kerja.,1895227381008474320,,retnosetyow4t,in,,0,1,1,https://x.com/undefined/status/1895227381008474320,1378092715821264898,;;;;;
1895222913491706320,Thu Feb 27 21:22:08 +0000 2025,1,Semoga program MBG ini dievaluasi oleh @prabowo karena yang rakyat lebih butuhkan itu pendidikan gratis bukan makan gratis.,1895222913491706320,,,in,,0,0,0,https://x.com/undefined/status/1895222913491706320,1084569967394095104,;;;;;
1894686414102827483,Thu Feb 27 21:13:12 +0000 2025,0,@pesanbunda mana blm bisa dpt mbg ya umur segitu,1895220665801982166,,Ruolieofweb3,in,,0,0,0,https://x.com/undefined/status/1895220665801982166,1221080191159562240,;;;;;
1895059123928211858,Thu Feb 27 21:08:54 +0000 2025,7,@bangsamsul_ @Piyusaja2 Puas ya dengan kondisi sekarang? Dah dapet MBG yg ada belatungnya? Cuma kaum 35% dioplos jd 58% yang bilang Indonesia Terang,1895219581586939949,,bangsamsul_,in,,0,0,0,https://x.com/undefined/status/1895219581586939949,1565985151246802945,;;;;;
1894568064387051961,Thu Feb 27 21:05:47 +0000 2025,0,@ARSIPAJA MBG : Makanan bergizi gratis MBG : Makanan basi gob*ok ,1895218798585881070,,ARSIPAJA,in,,0,0,0,https://x.com/undefined/status/1895218798585881070,1205462830012481536,;;;;;
1895216440401371351,Thu Feb 27 20:56:25 +0000 2025,0,padahal sebelumnya dibangga2kan tuh sama pendukung owo kalo orang2 papua butuh MBG,1895216440401371351,,,in,,0,0,0,https://x.com/undefined/status/1895216440401371351,967373221,;;;;;
1895209513365709303,Thu Feb 27 20:34:56 +0000 2025,2,Mereka ngomongin 'Daripada ngurus negara lain kenapa ga ngurus negara sendiri dulu' Program MBG ini padahal banyak bolongnya huruf B di bagian Bergizinya aja ga memenuhi kriteria harusnya program ini ga usah dibela ,1895211034664935503,,IstriKyoujurou,in,,0,0,0,https://x.com/undefined/status/1895211034664935503,1358920354744344577,;;;;;
1894665752168353960,Thu Feb 27 20:34:42 +0000 2025,2,@BBCIndonesia Dedy botak jadi lembur nih kayaknya buat nabokin anak² yg ga mau makan MBG banyak soalnya yg bilang basi alias ga enak,1895210974547976294,,BBCIndonesia,in,,0,0,1,https://x.com/undefined/status/1895210974547976294,890640438805143552,;;;;;
1895210220198207875,Thu Feb 27 20:31:42 +0000 2025,0,makan gratis untuk anak sekolah??? lalu mereka yang bahkan tak mapu sekolah? apakah dapat makan gratis? masalah dasar PENDIDIKAN belum beres udah 'sibuk' ngurusi MBG yang belum jelas rancangannya,1895210220198207875,,,in,,0,0,0,https://x.com/undefined/status/1895210220198207875,3916241232,;;;;;
1895210211570503702,Thu Feb 27 20:31:40 +0000 2025,0,Lagi di pertemuan an keluarga dan salah satu keluargaku nyeletuk kalo ada berita tentang mbg yang basi tuh yang buat pembencinya prabs ada aja alasan pendukungnya,1895210211570503702,,,in,,0,0,0,https://x.com/undefined/status/1895210211570503702,1261496035861360640,;;;;;
1895209513365709303,Thu Feb 27 20:28:53 +0000 2025,4,Ngga pernah terpikirkan gw diskursus program MBG bisa sampai ke Jepang.,1895209513365709303,,,in,,0,2,0,https://x.com/undefined/status/1895209513365709303,1358920354744344577,;;;;;
1895097348923199610,Thu Feb 27 20:07:55 +0000 2025,0,@Ndons_Back @prabowo @SBYudhoyono @temanduit @are_inismyname @florieliciouss @BANGSAygSUJUD @99propaganda @Kimberley_PS08 @IrawanRommi @DarekaRendy Hambalang ikn mbg mangkrak terumasuk pendukungnya otak sinting,1895204236318908933,,Ndons_Back,in,,0,0,0,https://x.com/undefined/status/1895204236318908933,1555194562054098944,;;;;;
1895203071015428282,Thu Feb 27 20:03:17 +0000 2025,0,Dandim 0827/Sumenep peletakan batu pertama pembangunan dapur sehat MBG di Desa Sendang. Dukung program makan bergizi untuk masyarakat. Simak selengkapnya disini https://t.co/0WoEowU7Oz https://t.co/HPxKuP8GG4,1895203071015428282,https://pbs.twimg.com/media/Gk0dJBbbQAA95rw.jpg,,in,,0,0,0,https://x.com/undefined/status/1895203071015428282,3193875739,;;;;;
1895202245983281189,Thu Feb 27 20:00:01 +0000 2025,0,Mendukbangga Wihaji Bakal Masukkan Daycare dan TPA ke List Program MBG https://t.co/jJia3hSB0p,1895202245983281189,,,in,,0,0,0,https://x.com/undefined/status/1895202245983281189,1953620240,;;;;;
1895069981819445510,Thu Feb 27 19:53:21 +0000 2025,0,@psi_id MBG keren sihh,1895200570266550662,,psi_id,in,,0,0,0,https://x.com/undefined/status/1895200570266550662,705420774,;;;;;
1894665752168353960,Thu Feb 27 19:43:24 +0000 2025,0,@BBCIndonesia MBG makanan basi gratis...,1895198064438321495,,BBCIndonesia,in,,0,0,0,https://x.com/undefined/status/1895198064438321495,1399357859997970436,;;;;;
1895196387241009167,Thu Feb 27 19:36:44 +0000 2025,0,mbg ga perlu dievaluasi tapi perlu dibubarin,1895196387241009167,,,in,,0,0,0,https://x.com/undefined/status/1895196387241009167,1497750359955030016,;;;;;
1894665752168353960,Thu Feb 27 19:05:14 +0000 2025,0,@BBCIndonesia @BosPurwa Namanya MBG nasional taoi kualitas STANDAR daerah... #DeritaRakyatTerjajah @Dennysiregar7 @PDI_Perjuangan,1895188460639866904,,BBCIndonesia,in,,0,0,0,https://x.com/undefined/status/1895188460639866904,1183905121,;;;;;
1895102782920892493,Thu Feb 27 18:44:33 +0000 2025,0,@delicateshera Pentingnya pendidikan memadai bukan MBG ya gini tujuannya,1895183255311462557,,delicateshera,in,,0,0,0,https://x.com/undefined/status/1895183255311462557,1167658970539888640,;;;;;
1895077874379694210,Thu Feb 27 18:40:17 +0000 2025,0,@jodypradhita @Yurissa_Samosir @aniesbaswedan @choymarkochoy @ay_prakasa2225 @JamalBoegis @mattdilaga @nomerorae @PutriKayan16645 @msaid_didu @AmaluddinSSili1 @yaniarsim @Panitia68285950 skip dulu mau menikmati danantara dan mbg,1895182179719880769,,jodypradhita,in,,0,0,0,https://x.com/undefined/status/1895182179719880769,332611582,;;;;;
1895061390395879542,Thu Feb 27 18:33:50 +0000 2025,1,@fayyadhmz yang kek gini2 susah amat diberantas dah yak programnya bagus berjalannya program yg tanda tanya masa yg ginian lolos si taiii penyepong2 MBG suruh makan ginian juga ogah pasti,1895180559556718901,,fayyadhmz,in,,0,1,0,https://x.com/undefined/status/1895180559556718901,621895913,;;;;;
1895180136082980943,Thu Feb 27 18:32:09 +0000 2025,2,bohong membiayai ikn food estate yg buka lahan di papua ribuan hektar mbg dan projek mercusuar arau projek yg arahnya menuju ke 2029 kan,1895180136082980943,,,in,,0,1,0,https://x.com/undefined/status/1895180136082980943,1785861510658686976,;;;;;
1895178998021530004,Thu Feb 27 18:28:50 +0000 2025,1,@MBG_fan Ma Sassa lhob ️,1895179300631912587,,MBG_fan,in,,0,0,0,https://x.com/undefined/status/1895179300631912587,1774830380454981633,;;;;;
1895178343873700259,Thu Feb 27 18:25:02 +0000 2025,1,Emang aneh negara ini tuh masa kaga kepikiran ya MBG itu program pendukung bukan prioritas. Program pendukung bisa jalan klo fondasi pendidikan udah bagus (fasilitas kualitas dan gaji guru kurikulum dll)... Eh ini malah program pendukung dijadiin prioritas. Tololll,1895178343873700259,,,in,,0,0,0,https://x.com/undefined/status/1895178343873700259,1058528664265154560,;;;;;
1894660173354209521,Thu Feb 27 18:21:00 +0000 2025,0,@coffinyoursize_ @bagast_AW usrek wae sing kon menang tender MBG genah do ngising,1895177326788518175,,coffinyoursize_,in,,0,0,0,https://x.com/undefined/status/1895177326788518175,239364993,;;;;;
1895175793946616132,Thu Feb 27 18:14:54 +0000 2025,7,masih keracunan jg? - mitra MBG wajib unboxing bahan2 mentah. - pekerja2 MBG setor sertifikat memasak &amp; penyajian. - sekolah harus disterilkan - guru2 upload proses MBG mulai kedatangan makanan sampe selesai. program budget ceban nyusahin org se-Indonesia,1895175793946616132,,,in,,0,0,1,https://x.com/undefined/status/1895175793946616132,85985685,;;;;
1894665752168353960,Thu Feb 27 17:57:08 +0000 2025,0,@BBCIndonesia Masalahnya cuma satu ditutup saat masih panas. Ini mah ibu saya juga tahu caranya nunggu nasi dingin kalau model tutupnya ga ada rongga udara. Tapi ya namanya MBG,1895171320889122946,,BBCIndonesia,in,,0,0,0,https://x.com/undefined/status/1895171320889122946,3049420736,;;;;;
1895169795278151805,Thu Feb 27 17:51:04 +0000 2025,0,mbg nih sebenernya buat pengalihan isu apa ya selain danantara gw penasaran soalnya ini govt ngoyot banget mbg mbg mbg like genuinely no one gives a fuck about the goddamn mbg yang kagak bergizi itu,1895169795278151805,,,in,,0,0,0,https://x.com/undefined/status/1895169795278151805,1410605851803480069,;;;;;
1894926951531585676,Thu Feb 27 17:50:07 +0000 2025,1,@Malao_Ngeluh @Yens0906 @Mdy_Asmara1701 @prabowo Ga abis in juga sih Jika di penjara kasi MBG ala2 mentah + belatung Juga lokasi mungkin bs di IKn Dgn fasilitas air bersih nya,1895169555527586071,,Malao_Ngeluh,in,,0,1,0,https://x.com/undefined/status/1895169555527586071,492721115,;;;;;
1895075411677323632,Thu Feb 27 17:40:20 +0000 2025,0,@kompascom sudah 1OO lebih hari kerja pertanyaannya coba sebutin satu aja kira2 kerja apa yg sudah dilakukan PS &amp; berasa langsung manfaatnya buat rakyat? mbg? #tanyakenapa #tanyaserius,1895167095253725269,,kompascom,in,,0,0,0,https://x.com/undefined/status/1895167095253725269,81528634,;;;;
1895166522399817932,Thu Feb 27 17:38:04 +0000 2025,0,Lo tau ga si ga semua orang bisa bermimpi. Ga semua orang punya cadangan untuk bangkit ketika gagal. Dan Lo sebagai mahasiswa lebih mentingin MBG dengan efisiensi padahal ortunya di PHK. Otaknya busuk. Calon guru.,1895166522399817932,,,in,,0,0,0,https://x.com/undefined/status/1895166522399817932,1585176078473400322,;;;;;
1895165251617988647,Thu Feb 27 17:33:01 +0000 2025,0,kl presidennya bkn prabowo bahan pokok gd pengurangan anggaran bwat MBG hM.,1895165251617988647,,,in,,0,0,0,https://x.com/undefined/status/1895165251617988647,1253980618796351488,;;;;;
